sample_idx,true_label,pred_label,confidence,conf_0,conf_1,conf_2,conf_3
11795,left_hand,right_hand,0.564647,0.014675069,0.39911267,0.564647,0.02156532
11796,left_hand,right_hand,0.5589945,0.013525365,0.40569484,0.5589945,0.021785293
11797,left_hand,right_hand,0.53377974,0.011839694,0.43338317,0.53377974,0.02099737
11798,left_hand,right_hand,0.49714577,0.010177806,0.47308055,0.49714577,0.019595835
11799,left_hand,left_hand,0.506051,0.009081629,0.506051,0.46681443,0.0180529
11800,left_hand,left_hand,0.5169026,0.008354148,0.5169026,0.45742485,0.017318366
11801,left_hand,left_hand,0.522538,0.0065968554,0.522538,0.4556922,0.015172904
11802,left_hand,left_hand,0.51111245,0.005233751,0.51111245,0.46998358,0.013670195
11803,left_hand,left_hand,0.50502163,0.0042260974,0.50502163,0.4783341,0.01241817
11804,left_hand,left_hand,0.50777096,0.0034744367,0.50777096,0.4775465,0.0112081235
11805,left_hand,left_hand,0.5197799,0.002844763,0.5197799,0.46762985,0.009745446
11806,left_hand,left_hand,0.5236742,0.002738312,0.5236742,0.4647209,0.008866615
11807,left_hand,left_hand,0.52085227,0.0029198362,0.52085227,0.46781614,0.00841179
11808,left_hand,left_hand,0.5285789,0.0032984943,0.5285789,0.4601326,0.007990022
11809,left_hand,left_hand,0.55268556,0.003714212,0.55268556,0.43619668,0.007403618
11810,left_hand,left_hand,0.55675656,0.004505223,0.55675656,0.43184516,0.006893021
11811,left_hand,left_hand,0.546785,0.0052174306,0.546785,0.4414424,0.006555203
11812,left_hand,left_hand,0.5340725,0.0053808526,0.5340725,0.45446694,0.0060796733
11813,left_hand,left_hand,0.5352186,0.0049873344,0.5352186,0.45477712,0.0050169565
11814,left_hand,left_hand,0.5230591,0.004980428,0.5230591,0.4676195,0.004340901
11815,left_hand,right_hand,0.49691513,0.0049128467,0.4943312,0.49691513,0.0038408143
11816,left_hand,right_hand,0.51554084,0.004993253,0.47615206,0.51554084,0.0033138152
11817,left_hand,right_hand,0.50872093,0.0052669863,0.48316228,0.50872093,0.0028497563
11818,left_hand,right_hand,0.5291506,0.0060515646,0.46230873,0.5291506,0.0024890853
11819,left_hand,right_hand,0.55858195,0.007284076,0.43184805,0.55858195,0.0022859187
11820,left_hand,right_hand,0.5753212,0.008920986,0.41356155,0.5753212,0.0021962204
11821,left_hand,right_hand,0.5673001,0.010833669,0.41979104,0.5673001,0.002075299
11822,left_hand,right_hand,0.56353855,0.013625172,0.42083532,0.56353855,0.002000912
11823,left_hand,right_hand,0.5696291,0.016621394,0.41181463,0.5696291,0.0019349551
11824,left_hand,right_hand,0.57987744,0.019011064,0.3992634,0.57987744,0.0018481308
11825,left_hand,right_hand,0.5761834,0.021112513,0.40096056,0.5761834,0.0017436205
11826,left_hand,right_hand,0.58396935,0.023812978,0.3903858,0.58396935,0.0018318144
11827,left_hand,right_hand,0.5940433,0.029093303,0.37477463,0.5940433,0.0020886536
11828,left_hand,right_hand,0.60573524,0.035973158,0.3559704,0.60573524,0.0023212286
11829,left_hand,right_hand,0.62376434,0.044083197,0.32969972,0.62376434,0.00245272
11830,left_hand,right_hand,0.6573948,0.049808774,0.29038545,0.6573948,0.0024109455
11831,left_hand,right_hand,0.67779994,0.05567379,0.2641498,0.67779994,0.0023763897
11832,left_hand,right_hand,0.6744396,0.06215033,0.2610897,0.6744396,0.0023203955
11833,left_hand,right_hand,0.6567443,0.071183614,0.26982266,0.6567443,0.00224939
11834,left_hand,right_hand,0.6380432,0.08071566,0.27902204,0.6380432,0.0022190816
11835,left_hand,right_hand,0.6198037,0.090054855,0.2878365,0.6198037,0.0023048988
11836,left_hand,right_hand,0.5762093,0.105757296,0.3153367,0.5762093,0.0026966443
11837,left_hand,right_hand,0.54146296,0.13051762,0.32484242,0.54146296,0.0031770214
11838,left_hand,right_hand,0.50920284,0.1527875,0.3341632,0.50920284,0.0038464696
11839,left_hand,right_hand,0.49466118,0.16765954,0.3329002,0.49466118,0.0047791204
11840,left_hand,right_hand,0.4634519,0.18046235,0.34993905,0.4634519,0.006146741
11841,left_hand,right_hand,0.44734585,0.19053352,0.3543561,0.44734585,0.0077644065
11842,left_hand,right_hand,0.42711014,0.1984946,0.36497432,0.42711014,0.009420985
11843,left_hand,right_hand,0.4043525,0.20230642,0.3829079,0.4043525,0.010433237
11844,left_hand,left_hand,0.42516416,0.20866095,0.42516416,0.35533977,0.010835168
11845,left_hand,left_hand,0.44112426,0.22160156,0.44112426,0.3256707,0.01160344
11846,left_hand,left_hand,0.47055972,0.22352861,0.47055972,0.29254985,0.013361845
11847,left_hand,left_hand,0.50589454,0.215111,0.50589454,0.26388365,0.015110857
11848,left_hand,left_hand,0.5488013,0.19707602,0.5488013,0.2360748,0.01804787
11849,left_hand,left_hand,0.5772746,0.17620158,0.5772746,0.22575025,0.020773534
11850,left_hand,left_hand,0.61344796,0.15680768,0.61344796,0.20530722,0.024437161
11851,left_hand,left_hand,0.6516641,0.14027062,0.6516641,0.17956014,0.02850516
11852,left_hand,left_hand,0.69222814,0.12018051,0.69222814,0.15482408,0.03276728
11853,left_hand,left_hand,0.716493,0.10709426,0.716493,0.14030325,0.036109492
11854,left_hand,left_hand,0.743017,0.09700108,0.743017,0.121721566,0.038260296
11855,left_hand,left_hand,0.7684668,0.08954447,0.7684668,0.10357674,0.038412027
11856,left_hand,left_hand,0.79313946,0.07907728,0.79313946,0.08621347,0.041569732
11857,left_hand,left_hand,0.81347096,0.06989861,0.81347096,0.07045692,0.04617344
11858,left_hand,left_hand,0.8336689,0.061364304,0.8336689,0.05691727,0.048049603
11859,left_hand,left_hand,0.85507464,0.052795727,0.85507464,0.04604505,0.046084568
11860,left_hand,left_hand,0.87605786,0.042610552,0.87605786,0.036989156,0.04434248
11861,left_hand,left_hand,0.8894801,0.036266826,0.8894801,0.030841032,0.043412082
11862,left_hand,left_hand,0.9046039,0.03094968,0.9046039,0.024084289,0.040362187
11863,left_hand,left_hand,0.91047424,0.02834824,0.91047424,0.020941941,0.040235538
11864,left_hand,left_hand,0.9072501,0.028983995,0.9072501,0.020130042,0.043635845
11865,left_hand,left_hand,0.90068567,0.030293856,0.90068567,0.02050215,0.04851831
11866,left_hand,left_hand,0.8985099,0.030710865,0.8985099,0.020481238,0.05029806
11867,left_hand,left_hand,0.89880145,0.030995194,0.89880145,0.020376502,0.049826987
11868,left_hand,left_hand,0.8988443,0.033088595,0.8988443,0.02066167,0.047405425
11869,left_hand,left_hand,0.90468055,0.033598844,0.90468055,0.020495249,0.041225348
11870,left_hand,left_hand,0.9128853,0.03311698,0.9128853,0.020063134,0.033934627
11871,left_hand,left_hand,0.9185338,0.03337736,0.9185338,0.019955276,0.028133545
11872,left_hand,left_hand,0.9192846,0.034799077,0.9192846,0.02153422,0.024382085
11873,left_hand,left_hand,0.91615117,0.038229614,0.91615117,0.02361949,0.021999788
11874,left_hand,left_hand,0.9084166,0.043972827,0.9084166,0.026420021,0.021190573
11875,left_hand,left_hand,0.88927805,0.055217236,0.88927805,0.033225436,0.022279251
11876,left_hand,left_hand,0.870216,0.06683177,0.870216,0.040138304,0.022813885
11877,left_hand,left_hand,0.8511194,0.0798839,0.8511194,0.046836663,0.022160102
11878,left_hand,left_hand,0.8252904,0.09889949,0.8252904,0.05489013,0.020920033
11879,left_hand,left_hand,0.79262805,0.124275476,0.79262805,0.06494055,0.018155873
11880,left_hand,left_hand,0.75973386,0.15042281,0.75973386,0.07476319,0.015080161
11881,left_hand,left_hand,0.73138326,0.17361306,0.73138326,0.08271765,0.012285988
11882,left_hand,left_hand,0.69508994,0.20138964,0.69508994,0.09321069,0.010309783
11883,left_hand,left_hand,0.6548993,0.22901979,0.6548993,0.107128926,0.008951882
11884,left_hand,left_hand,0.6112336,0.25840864,0.6112336,0.12204947,0.008308263
11885,left_hand,left_hand,0.56451535,0.2876755,0.56451535,0.13988829,0.007920783
11886,left_hand,left_hand,0.5132542,0.32630518,0.5132542,0.15316376,0.0072768414
11887,left_hand,left_hand,0.47049782,0.35832858,0.47049782,0.16440526,0.0067683123
11888,left_hand,left_hand,0.43847394,0.38561538,0.43847394,0.16997027,0.005940325
11889,left_hand,left_hand,0.4125761,0.4027287,0.4125761,0.17942357,0.005271634
11890,left_hand,feet,0.42499033,0.42499033,0.37934005,0.19090432,0.0047653527
11891,left_hand,feet,0.44441152,0.44441152,0.34614646,0.2047877,0.0046543092
11892,left_hand,feet,0.44649956,0.44649956,0.3262135,0.22277594,0.00451098
11893,left_hand,feet,0.43832684,0.43832684,0.31239298,0.24477103,0.004509135
11894,left_hand,feet,0.44228074,0.44228074,0.291578,0.26166221,0.004478992
11895,left_hand,feet,0.42727688,0.42727688,0.28413633,0.2841515,0.004435248
11896,left_hand,feet,0.4014765,0.4014765,0.29883385,0.29515722,0.004532403
11897,left_hand,feet,0.38703644,0.38703644,0.31387746,0.29440606,0.0046800133
11898,left_hand,feet,0.3888117,0.3888117,0.3163722,0.29005423,0.004761908
11899,left_hand,feet,0.3819358,0.3819358,0.32113078,0.29215407,0.00477937
11900,left_hand,feet,0.36921364,0.36921364,0.3348763,0.2907582,0.005151824
11901,left_hand,left_hand,0.35005808,0.34894952,0.35005808,0.2951783,0.0058141085
11902,left_hand,left_hand,0.36762273,0.32521164,0.36762273,0.30079722,0.006368367
11903,left_hand,left_hand,0.39695746,0.2893436,0.39695746,0.30689982,0.006799166
11904,left_hand,left_hand,0.43222976,0.24965297,0.43222976,0.31065693,0.0074603017
11905,left_hand,left_hand,0.46721682,0.21167745,0.46721682,0.3130983,0.008007465
11906,left_hand,left_hand,0.5026354,0.17979802,0.5026354,0.31001365,0.0075528636
11907,left_hand,left_hand,0.5589397,0.14409433,0.5589397,0.29079047,0.006175503
11908,left_hand,left_hand,0.6163048,0.11538906,0.6163048,0.26306203,0.0052440865
11909,left_hand,left_hand,0.6665075,0.09707704,0.6665075,0.23157601,0.004839419
11910,left_hand,left_hand,0.7102809,0.08627041,0.7102809,0.19867785,0.0047708107
11911,left_hand,left_hand,0.7493776,0.07290584,0.7493776,0.17314781,0.004568781
11912,left_hand,left_hand,0.77866286,0.060869727,0.77866286,0.15610778,0.004359629
11913,left_hand,left_hand,0.80117106,0.05013027,0.80117106,0.144287,0.004411682
11914,left_hand,left_hand,0.82109016,0.04114512,0.82109016,0.13347016,0.0042945817
11915,left_hand,left_hand,0.83530277,0.034478705,0.83530277,0.12636779,0.0038508205
11916,left_hand,left_hand,0.85154593,0.02893608,0.85154593,0.11623889,0.0032790434
11917,left_hand,left_hand,0.8696967,0.023318829,0.8696967,0.1043035,0.002680969
11918,left_hand,left_hand,0.8813669,0.020739786,0.8813669,0.095525056,0.002368265
11919,left_hand,left_hand,0.88500524,0.019909738,0.88500524,0.09301108,0.0020738877
11920,left_hand,left_hand,0.88775414,0.019968156,0.88775414,0.09030461,0.0019730756
11921,left_hand,left_hand,0.8936759,0.02010339,0.8936759,0.084323,0.0018977042
11922,left_hand,left_hand,0.8976219,0.020985264,0.8976219,0.0794758,0.0019170378
11923,left_hand,left_hand,0.89616174,0.02248869,0.89616174,0.07949034,0.0018591575
11924,left_hand,left_hand,0.8935455,0.023814725,0.8935455,0.08093457,0.0017051109
11925,left_hand,left_hand,0.8900355,0.025143132,0.8900355,0.083326414,0.0014949741
11926,left_hand,left_hand,0.88775873,0.02599666,0.88775873,0.084916666,0.0013279432
11927,left_hand,left_hand,0.87916756,0.028337084,0.87916756,0.091239125,0.0012562288
11928,left_hand,left_hand,0.8693094,0.029933497,0.8693094,0.09958486,0.0011722264
11929,left_hand,left_hand,0.86126274,0.032075565,0.86126274,0.105510734,0.0011509547
11930,left_hand,left_hand,0.85276955,0.035176914,0.85276955,0.11082221,0.0012313132
11931,left_hand,left_hand,0.8385822,0.039416354,0.8385822,0.12060425,0.0013971746
11932,left_hand,left_hand,0.823799,0.04442051,0.823799,0.13038029,0.0014002278
11933,left_hand,left_hand,0.8142506,0.049512837,0.8142506,0.13487509,0.0013615624
11934,left_hand,left_hand,0.80159014,0.056946132,0.80159014,0.14008619,0.0013775286
11935,left_hand,left_hand,0.78036714,0.06620861,0.78036714,0.15199481,0.0014294183
11936,left_hand,left_hand,0.7614518,0.0714984,0.7614518,0.16567504,0.0013747623
11937,left_hand,left_hand,0.7511912,0.07453809,0.7511912,0.1729819,0.0012887855
11938,left_hand,left_hand,0.738664,0.080890164,0.738664,0.17915271,0.0012930784
11939,left_hand,left_hand,0.72882414,0.08668482,0.72882414,0.18309072,0.0014002459
11940,left_hand,left_hand,0.70561606,0.0959274,0.70561606,0.19690083,0.0015556364
11941,left_hand,left_hand,0.67824733,0.10686895,0.67824733,0.21311456,0.0017691755
11942,left_hand,left_hand,0.64274305,0.11896783,0.64274305,0.23640831,0.0018808324
11943,left_hand,left_hand,0.61993897,0.12990925,0.61993897,0.24811871,0.0020330397
11944,left_hand,left_hand,0.6011434,0.14712429,0.6011434,0.24940473,0.002327564
11945,left_hand,left_hand,0.5961863,0.15804836,0.5961863,0.24327973,0.002485626
11946,left_hand,left_hand,0.5738604,0.17767814,0.5738604,0.24595165,0.002509814
11947,left_hand,left_hand,0.57028264,0.18275708,0.57028264,0.24430361,0.002656703
11948,left_hand,left_hand,0.5810622,0.17196152,0.5810622,0.24390379,0.0030725321
11949,left_hand,left_hand,0.5966942,0.16144337,0.5966942,0.2381703,0.0036921806
11950,left_hand,left_hand,0.5950365,0.16496597,0.5950365,0.23570131,0.004296148
11951,left_hand,left_hand,0.6135963,0.15968345,0.6135963,0.22187532,0.004844854
11952,left_hand,left_hand,0.62995964,0.15399519,0.62995964,0.21079458,0.0052506397
11953,left_hand,left_hand,0.6419706,0.14431354,0.6419706,0.20797531,0.0057406146
11954,left_hand,left_hand,0.634438,0.13965952,0.634438,0.21997079,0.0059317285
11955,left_hand,left_hand,0.64115846,0.1310856,0.64115846,0.2218336,0.0059223366
11956,left_hand,left_hand,0.65210915,0.12720092,0.65210915,0.21426724,0.006422722
11957,left_hand,left_hand,0.6660119,0.12503713,0.6660119,0.20183946,0.007111481
11958,left_hand,left_hand,0.67519903,0.12217844,0.67519903,0.19469842,0.007924096
11959,left_hand,left_hand,0.70638233,0.10660435,0.70638233,0.17893577,0.008077489
11960,left_hand,left_hand,0.73379165,0.09643071,0.73379165,0.16127037,0.008507275
11961,left_hand,left_hand,0.7681666,0.08459782,0.7681666,0.13789204,0.0093435375
11962,left_hand,left_hand,0.79990274,0.071904585,0.79990274,0.1185015,0.009691219
11963,left_hand,left_hand,0.83317995,0.057223782,0.83317995,0.10056103,0.009035254
11964,left_hand,left_hand,0.8599192,0.0492384,0.8599192,0.08231254,0.008529856
11965,left_hand,left_hand,0.87723583,0.044067718,0.87723583,0.07030222,0.008394217
11966,left_hand,left_hand,0.8899983,0.040344525,0.8899983,0.061649926,0.008007124
11967,left_hand,left_hand,0.90023947,0.038219538,0.90023947,0.05436506,0.0071758768
11968,left_hand,left_hand,0.90546966,0.040014584,0.90546966,0.048014183,0.006501614
11969,left_hand,left_hand,0.9109425,0.040364053,0.9109425,0.042914685,0.00577877
11970,left_hand,left_hand,0.9174572,0.037657235,0.9174572,0.039771862,0.005113709
11971,left_hand,left_hand,0.92228436,0.034203786,0.92228436,0.038894136,0.0046176463
11972,left_hand,left_hand,0.9274092,0.03204144,0.9274092,0.036282994,0.004266365
11973,left_hand,left_hand,0.9333723,0.030174496,0.9333723,0.032348584,0.004104651
11974,left_hand,left_hand,0.93854874,0.028948035,0.93854874,0.028590936,0.0039122035
11975,left_hand,left_hand,0.94115716,0.029172285,0.94115716,0.026004376,0.00366621
11976,left_hand,left_hand,0.9419262,0.030773014,0.9419262,0.023988565,0.0033122473
11977,left_hand,left_hand,0.9405956,0.033608742,0.9405956,0.022910343,0.0028852976
11978,left_hand,left_hand,0.9404731,0.036287274,0.9404731,0.020859458,0.002380182
11979,left_hand,left_hand,0.9395187,0.037642457,0.9395187,0.020883827,0.0019550396
11980,left_hand,left_hand,0.9366996,0.039833542,0.9366996,0.021875264,0.0015914935
11981,left_hand,left_hand,0.93175364,0.042992383,0.93175364,0.023933606,0.0013203317
11982,left_hand,left_hand,0.92557657,0.046931844,0.92557657,0.026376497,0.001115106
11983,left_hand,left_hand,0.92007285,0.04940726,0.92007285,0.029469943,0.001049814
11984,left_hand,left_hand,0.9121549,0.055418298,0.9121549,0.031358004,0.0010687899
11985,left_hand,left_hand,0.90199894,0.065041915,0.90199894,0.031816818,0.0011423825
11986,left_hand,left_hand,0.8895967,0.078238755,0.8895967,0.030933678,0.0012308067
11987,left_hand,left_hand,0.873161,0.09384736,0.873161,0.031785723,0.0012059007
11988,left_hand,left_hand,0.85950387,0.10834121,0.85950387,0.031047521,0.0011074413
11989,left_hand,left_hand,0.85175043,0.11756684,0.85175043,0.029680857,0.0010019103
11990,left_hand,left_hand,0.8405503,0.1290766,0.8405503,0.029482491,0.0008906274
11991,left_hand,left_hand,0.8226448,0.14367762,0.8226448,0.03283779,0.0008397628
11992,left_hand,left_hand,0.8016699,0.16040863,0.8016699,0.037127327,0.0007941459
11993,left_hand,left_hand,0.78484017,0.17254591,0.78484017,0.04184831,0.00076557905
11994,left_hand,left_hand,0.7564456,0.19709845,0.7564456,0.04566531,0.0007907005
11995,left_hand,left_hand,0.73076016,0.22140104,0.73076016,0.046955187,0.0008836145
11996,left_hand,left_hand,0.7053493,0.24911079,0.7053493,0.044563558,0.00097630353
11997,left_hand,left_hand,0.68887085,0.26498285,0.68887085,0.045089208,0.0010571216
11998,left_hand,left_hand,0.67301536,0.2787581,0.67301536,0.047023837,0.0012027386
11999,left_hand,left_hand,0.6789187,0.27178556,0.6789187,0.04795956,0.0013361272
12000,left_hand,left_hand,0.69302565,0.2615212,0.69302565,0.044037703,0.0014154693
12001,left_hand,left_hand,0.7104747,0.248181,0.7104747,0.039917458,0.0014267951
12002,left_hand,left_hand,0.710077,0.24817403,0.710077,0.04024774,0.0015013108
12003,left_hand,left_hand,0.71672046,0.23920026,0.71672046,0.042564638,0.0015146853
12004,left_hand,left_hand,0.7349953,0.22141929,0.7349953,0.042108495,0.0014769055
12005,left_hand,left_hand,0.75148267,0.20699589,0.75148267,0.040046636,0.0014747812
12006,left_hand,left_hand,0.7557329,0.20358287,0.7557329,0.039149106,0.0015351081
12007,left_hand,left_hand,0.762653,0.19670594,0.762653,0.039010346,0.0016306503
12008,left_hand,left_hand,0.7947057,0.16850139,0.7947057,0.03514015,0.001652761
12009,left_hand,left_hand,0.830725,0.13725066,0.830725,0.030360527,0.0016638497
12010,left_hand,left_hand,0.8497827,0.12136982,0.8497827,0.027043764,0.0018036367
12011,left_hand,left_hand,0.86656463,0.10853869,0.86656463,0.022947174,0.001949498
12012,left_hand,left_hand,0.88408214,0.09564042,0.88408214,0.018373724,0.0019038258
12013,left_hand,left_hand,0.89609313,0.08687572,0.89609313,0.015170944,0.0018602129
12014,left_hand,left_hand,0.90805286,0.07652317,0.90805286,0.013623047,0.0018008765
12015,left_hand,left_hand,0.919924,0.0660045,0.919924,0.012427487,0.0016440139
12016,left_hand,left_hand,0.9345949,0.053490404,0.9345949,0.010517548,0.0013971162
12017,left_hand,left_hand,0.9452533,0.044919558,0.9452533,0.0086718155,0.0011553669
12018,left_hand,left_hand,0.954254,0.037097957,0.954254,0.0076493784,0.000998627
12019,left_hand,left_hand,0.961224,0.030862045,0.961224,0.0069744578,0.0009395543
12020,left_hand,left_hand,0.968253,0.024493847,0.968253,0.0063695298,0.0008836312
12021,left_hand,left_hand,0.9739232,0.019490218,0.9739232,0.0057906345,0.0007960005
12022,left_hand,left_hand,0.9770571,0.016589722,0.9770571,0.005594836,0.0007583115
12023,left_hand,left_hand,0.9797387,0.014194914,0.9797387,0.0053470135,0.0007193097
12024,left_hand,left_hand,0.9817609,0.012447609,0.9817609,0.0051193833,0.0006721541
12025,left_hand,left_hand,0.9827507,0.011575797,0.9827507,0.005064584,0.00060889847
12026,left_hand,left_hand,0.98160434,0.012676968,0.98160434,0.005165726,0.0005530428
12027,left_hand,left_hand,0.98005015,0.014085345,0.98005015,0.0053691254,0.0004953688
12028,left_hand,left_hand,0.97933805,0.014935036,0.97933805,0.005288778,0.00043810272
12029,left_hand,left_hand,0.97895765,0.015606094,0.97895765,0.0050353147,0.000400842
12030,left_hand,left_hand,0.9768282,0.01770041,0.9768282,0.00506621,0.00040512692
12031,left_hand,left_hand,0.97486264,0.019440724,0.97486264,0.0052782306,0.00041853267
12032,left_hand,left_hand,0.9726345,0.021226523,0.9726345,0.005710341,0.0004286452
12033,left_hand,left_hand,0.97107553,0.022024298,0.97107553,0.0064633675,0.00043671377
12034,left_hand,left_hand,0.9690263,0.023200016,0.9690263,0.007349426,0.00042421988
12035,left_hand,left_hand,0.96752286,0.024070097,0.96752286,0.008002418,0.00040464016
12036,left_hand,left_hand,0.9654447,0.025796851,0.9654447,0.008392317,0.00036611885
12037,left_hand,left_hand,0.9610448,0.02962898,0.9610448,0.008995332,0.00033093698
12038,left_hand,left_hand,0.956886,0.033634555,0.956886,0.009164115,0.00031533767
12039,left_hand,left_hand,0.9551145,0.036071602,0.9551145,0.008497864,0.0003160958
12040,left_hand,left_hand,0.9527345,0.03919598,0.9527345,0.0077429176,0.00032661742
12041,left_hand,left_hand,0.9494636,0.042837612,0.9494636,0.007366191,0.00033257485
12042,left_hand,left_hand,0.9438307,0.048051823,0.9438307,0.007756405,0.00036101486
12043,left_hand,left_hand,0.93882656,0.052299485,0.93882656,0.008466996,0.00040692108
12044,left_hand,left_hand,0.9381349,0.052646957,0.9381349,0.008756591,0.0004615425
12045,left_hand,left_hand,0.93739635,0.05296638,0.93739635,0.009137889,0.00049935974
12046,left_hand,left_hand,0.937086,0.0529341,0.937086,0.009456856,0.0005230083
12047,left_hand,left_hand,0.93412876,0.055726193,0.93412876,0.009597889,0.00054724526
12048,left_hand,left_hand,0.9262937,0.06344324,0.9262937,0.009695936,0.00056710845
12049,left_hand,left_hand,0.916617,0.07314301,0.916617,0.009653105,0.0005869372
12050,left_hand,left_hand,0.90639913,0.08307954,0.90639913,0.009897565,0.00062381115
12051,left_hand,left_hand,0.89782655,0.09168626,0.89782655,0.009786403,0.0007008493
12052,left_hand,left_hand,0.89652205,0.09394592,0.89652205,0.008757281,0.0007746769
12053,left_hand,left_hand,0.8967426,0.09471502,0.8967426,0.0076836464,0.0008587609
12054,left_hand,left_hand,0.89744896,0.094487615,0.89744896,0.0070986436,0.00096480374
12055,left_hand,left_hand,0.8970648,0.094926365,0.8970648,0.006888445,0.001120347
12056,left_hand,left_hand,0.89847803,0.093647934,0.89847803,0.0065635955,0.0013104377
12057,left_hand,left_hand,0.9059726,0.08662064,0.9059726,0.005968859,0.0014379682
12058,left_hand,left_hand,0.9141762,0.078476354,0.9141762,0.005726721,0.0016207274
12059,left_hand,left_hand,0.92620844,0.06657027,0.92620844,0.005531213,0.0016900598
12060,left_hand,left_hand,0.9363845,0.056614105,0.9363845,0.0053345873,0.0016668097
12061,left_hand,left_hand,0.94153434,0.051785365,0.94153434,0.005005494,0.0016747129
12062,left_hand,left_hand,0.9409072,0.052424785,0.9409072,0.0047919382,0.0018761078
12063,left_hand,left_hand,0.945402,0.048182677,0.945402,0.0044043586,0.0020108863
12064,left_hand,left_hand,0.95343846,0.04089777,0.95343846,0.0037342063,0.0019296185
12065,left_hand,left_hand,0.9594599,0.035689037,0.9594599,0.0030633966,0.0017875759
12066,left_hand,left_hand,0.9619631,0.03359533,0.9619631,0.0025091218,0.00193243
12067,left_hand,left_hand,0.9639639,0.031918064,0.9639639,0.0020398244,0.0020781734
12068,left_hand,left_hand,0.96618,0.029900698,0.96618,0.0016623458,0.002256959
12069,left_hand,left_hand,0.96803904,0.027975671,0.96803904,0.0014852319,0.0025001196
12070,left_hand,left_hand,0.9673643,0.028305592,0.9673643,0.0014413334,0.002888782
12071,left_hand,left_hand,0.96680474,0.028634874,0.96680474,0.0014315288,0.0031288825
12072,left_hand,left_hand,0.9656543,0.029856667,0.9656543,0.0014098674,0.003079247
12073,left_hand,left_hand,0.9652915,0.030275727,0.9652915,0.0013469609,0.003085754
12074,left_hand,left_hand,0.9644073,0.03117368,0.9644073,0.0011843044,0.0032347483
12075,left_hand,left_hand,0.9647539,0.030859385,0.9647539,0.0011155457,0.0032711443
12076,left_hand,left_hand,0.9649451,0.03094138,0.9649451,0.0010264245,0.0030872144
12077,left_hand,left_hand,0.9646887,0.03143875,0.9646887,0.0009371432,0.0029353616
12078,left_hand,left_hand,0.9601049,0.03585016,0.9601049,0.0008268798,0.0032181419
12079,left_hand,left_hand,0.95806116,0.0376961,0.95806116,0.0007488159,0.003493873
12080,left_hand,left_hand,0.9593628,0.036448967,0.9593628,0.0006869091,0.0035013023
12081,left_hand,left_hand,0.96068025,0.035111815,0.96068025,0.0006866022,0.003521354
12082,left_hand,left_hand,0.9612258,0.03457414,0.9612258,0.000703061,0.003496955
12083,left_hand,left_hand,0.9621572,0.033631936,0.9621572,0.0007296201,0.0034812447
12084,left_hand,left_hand,0.96264833,0.033163264,0.96264833,0.00074001955,0.0034484514
12085,left_hand,left_hand,0.9635235,0.032324273,0.9635235,0.0007501445,0.0034020608
12086,left_hand,left_hand,0.96129906,0.03432778,0.96129906,0.0007570271,0.0036161481
12087,left_hand,left_hand,0.9568624,0.038136277,0.9568624,0.00083046395,0.00417082
12088,left_hand,left_hand,0.95560944,0.039028943,0.95560944,0.0008881637,0.004473372
12089,left_hand,left_hand,0.9566815,0.038178794,0.9566815,0.00084867154,0.00429104
12090,left_hand,left_hand,0.95730436,0.03794363,0.95730436,0.0007990106,0.0039530364
12091,left_hand,left_hand,0.9547379,0.040268764,0.9547379,0.00083914585,0.0041542184
12092,left_hand,left_hand,0.954476,0.040135857,0.954476,0.00091601675,0.0044721267
12093,left_hand,left_hand,0.95512044,0.038929038,0.95512044,0.0010852993,0.004865236
12094,left_hand,left_hand,0.9544531,0.03875831,0.9544531,0.001301921,0.0054866318
12095,left_hand,left_hand,0.95269096,0.03904347,0.95269096,0.0014715417,0.006793991
12096,left_hand,left_hand,0.9470254,0.042799443,0.9470254,0.0015549681,0.008620095
12097,left_hand,left_hand,0.94043195,0.04734188,0.94043195,0.0017071648,0.010518987
12098,left_hand,left_hand,0.9361463,0.050130624,0.9361463,0.0020211197,0.011701868
12099,left_hand,left_hand,0.92704165,0.055735003,0.92704165,0.0023022343,0.014921161
12100,left_hand,left_hand,0.91673404,0.06341354,0.91673404,0.0023058946,0.017546521
12101,left_hand,left_hand,0.9134247,0.067416325,0.9134247,0.0021551836,0.017003793
12102,left_hand,left_hand,0.9219737,0.062126573,0.9219737,0.0019710397,0.013928783
12103,left_hand,left_hand,0.9257625,0.05871954,0.9257625,0.0019877227,0.013530274
12104,left_hand,left_hand,0.9215534,0.061150335,0.9215534,0.0022654107,0.015030924
12105,left_hand,left_hand,0.90416855,0.07359679,0.90416855,0.0026978867,0.01953683
12106,left_hand,left_hand,0.8887176,0.08267307,0.8887176,0.00307242,0.025536865
12107,left_hand,left_hand,0.8722647,0.09075389,0.8722647,0.00332844,0.033652943
12108,left_hand,left_hand,0.84617925,0.10638494,0.84617925,0.0038810275,0.04355475
12109,left_hand,left_hand,0.7991225,0.13686115,0.7991225,0.0048229666,0.059193384
12110,left_hand,left_hand,0.75342166,0.16608578,0.75342166,0.005178487,0.07531411
12111,left_hand,left_hand,0.69838744,0.20143393,0.69838744,0.004979437,0.095199205
12112,left_hand,left_hand,0.64380735,0.23690204,0.64380735,0.0052335523,0.114057094
12113,left_hand,left_hand,0.6100221,0.25990325,0.6100221,0.005585863,0.12448872
12114,left_hand,left_hand,0.6179958,0.24585132,0.6179958,0.005648267,0.13050465
